Gene stable ID	NCBI gene (formerly Entrezgene) ID
ENSG00000232406	100130373
ENSG00000228122	NA
ENSG00000200120	NA
ENSG00000233765	NA
ENSG00000237358	NA
ENSG00000259467	100306975
ENSG00000264210	100616332
ENSG00000225480	NA
ENSG00000223780	NA
ENSG00000259545	NA
ENSG00000232907	101926987
ENSG00000230481	NA
ENSG00000243338	NA
ENSG00000253691	NA
ENSG00000226904	NA
ENSG00000259531	NA
ENSG00000262113	NA
ENSG00000253460	NA
ENSG00000234394	101929800
ENSG00000234394	101927424
ENSG00000234394	440896
ENSG00000259716	NA
ENSG00000261597	NA
ENSG00000254264	NA
ENSG00000260002	NA
ENSG00000124215	60437
ENSG00000159496	266747
ENSG00000227688	NA
ENSG00000261085	NA
ENSG00000253481	NA
ENSG00000259388	NA
ENSG00000225337	NA
ENSG00000260893	NA
ENSG00000202255	NA
ENSG00000214889	NA
ENSG00000270226	NA
ENSG00000265441	NA
ENSG00000224958	572558
ENSG00000260607	NA
ENSG00000242509	NA
ENSG00000228149	NA
ENSG00000259188	NA
ENSG00000231241	NA
ENSG00000064601	5476
ENSG00000273082	NA
ENSG00000265882	NA
ENSG00000260323	101927815
ENSG00000226144	NA
ENSG00000238851	NA
ENSG00000233178	NA
ENSG00000236052	NA
ENSG00000236159	NA
ENSG00000214867	NA
ENSG00000237438	100130418
ENSG00000201086	NA
ENSG00000221597	NA
ENSG00000213979	NA
ENSG00000200605	NA
ENSG00000239867	NA
ENSG00000232441	NA
ENSG00000273199	NA
ENSG00000241175	NA
ENSG00000229019	NA
ENSG00000262508	NA
ENSG00000271819	NA
ENSG00000235044	NA
ENSG00000264893	NA
ENSG00000228107	NA
ENSG00000226337	NA
ENSG00000224404	NA
ENSG00000262286	NA
ENSG00000224421	NA
ENSG00000273203	NA
ENSG00000244879	100129387
ENSG00000235074	NA
ENSG00000263060	NA
ENSG00000230479	NA
ENSG00000228234	NA
ENSG00000273442	NA
ENSG00000234506	101927015
ENSG00000263118	NA
ENSG00000235328	NA
ENSG00000235485	NA
ENSG00000225759	100861522
ENSG00000224025	NA
ENSG00000185837	100130717
ENSG00000204117	100287792
ENSG00000259715	NA
ENSG00000199683	NA
ENSG00000252791	NA
ENSG00000263971	NA
ENSG00000236325	NA
ENSG00000236998	NA
ENSG00000264109	100616396
ENSG00000264767	NA
ENSG00000232351	NA
ENSG00000269774	NA
ENSG00000206249	NA
ENSG00000185585	169611
ENSG00000259465	NA
ENSG00000242044	NA
ENSG00000224635	NA
ENSG00000203416	NA
ENSG00000236733	NA
ENSG00000264867	NA
ENSG00000228025	NA
ENSG00000207000	NA
ENSG00000241832	27442
ENSG00000252376	NA
ENSG00000225696	NA
ENSG00000270236	NA
ENSG00000234891	NA
ENSG00000242737	NA
ENSG00000257266	NA
ENSG00000231004	NA
ENSG00000221008	NA
ENSG00000243888	NA
ENSG00000240466	NA
ENSG00000259618	NA
ENSG00000239547	NA
ENSG00000226550	NA
ENSG00000229312	NA
ENSG00000234251	NA
ENSG00000259633	NA
ENSG00000229492	NA
ENSG00000259298	NA
ENSG00000261447	NA
ENSG00000259683	NA
ENSG00000259684	NA
ENSG00000232305	NA
ENSG00000237316	NA
ENSG00000243027	NA
ENSG00000228045	NA
ENSG00000244056	NA
ENSG00000259773	NA
ENSG00000225626	494558
ENSG00000196756	NA
ENSG00000156256	10600
ENSG00000259570	NA
ENSG00000231573	414765
ENSG00000141446	114799
ENSG00000272675	NA
ENSG00000227895	101926957
ENSG00000241130	NA
ENSG00000267483	146713
ENSG00000221247	NA
ENSG00000236754	NA
ENSG00000121741	7750
ENSG00000259378	100132724
ENSG00000251737	NA
ENSG00000234510	NA
ENSG00000235370	NA
ENSG00000259240	NA
ENSG00000241174	NA
ENSG00000137804	51203
ENSG00000264757	100423025
ENSG00000197361	283807
ENSG00000259204	NA
ENSG00000233080	NA
ENSG00000269220	200298
ENSG00000136918	401551
ENSG00000266593	100616369
ENSG00000273068	NA
ENSG00000093100	NA
ENSG00000272887	NA
ENSG00000259701	NA
ENSG00000266851	NA
ENSG00000259306	NA
ENSG00000204706	100507244
ENSG00000238153	NA
ENSG00000259538	NA
ENSG00000270378	NA
ENSG00000259194	NA
ENSG00000259774	NA
ENSG00000235408	26776
ENSG00000259678	NA
ENSG00000234365	100507463
ENSG00000197627	NA
ENSG00000225091	26777
ENSG00000222465	NA
ENSG00000201512	677839
ENSG00000261981	339221
ENSG00000259668	NA
ENSG00000268364	NA
ENSG00000259551	NA
ENSG00000200354	677840
ENSG00000233818	NA
ENSG00000236801	NA
ENSG00000201811	NA
ENSG00000259302	NA
ENSG00000080503	6595
ENSG00000239180	NA
ENSG00000263437	NA
ENSG00000272232	NA
ENSG00000223741	NA
ENSG00000136942	11224
ENSG00000243453	NA
ENSG00000259241	NA
ENSG00000232086	NA
ENSG00000230141	3111
ENSG00000238584	NA
ENSG00000259296	NA
ENSG00000231324	NA
ENSG00000273176	NA
ENSG00000223966	NA
ENSG00000263005	11186
ENSG00000259377	NA
ENSG00000266320	100500826
ENSG00000224269	NA
ENSG00000207935	406987
ENSG00000230373	374650
ENSG00000233388	NA
ENSG00000259632	NA
ENSG00000237646	NA
ENSG00000224437	NA
ENSG00000207484	NA
ENSG00000273044	NA
ENSG00000199806	NA
ENSG00000259201	NA
ENSG00000229814	NA
ENSG00000270652	NA
ENSG00000262762	84733
ENSG00000233498	NA
ENSG00000272337	NA
ENSG00000224790	NA
ENSG00000271166	NA
ENSG00000229396	1616
ENSG00000259185	NA
ENSG00000207416	NA
ENSG00000200922	NA
ENSG00000226538	NA
ENSG00000228587	NA
ENSG00000198100	NA
ENSG00000215734	NA
ENSG00000259556	NA
ENSG00000226336	NA
ENSG00000236060	NA
ENSG00000136950	81873
ENSG00000232733	NA
ENSG00000212136	NA
ENSG00000226691	NA
ENSG00000270116	NA
ENSG00000224820	NA
ENSG00000176659	284756
ENSG00000237406	NA
ENSG00000266856	100847012
ENSG00000228677	100874006
ENSG00000259438	NA
ENSG00000235523	NA
ENSG00000264789	NA
ENSG00000259398	NA
ENSG00000207780	693233
ENSG00000263323	NA
ENSG00000237348	NA
ENSG00000233933	NA
ENSG00000259712	NA
ENSG00000262572	57332
ENSG00000235445	NA
ENSG00000233764	NA
ENSG00000259178	NA
ENSG00000234913	NA
ENSG00000261891	101928931
ENSG00000231288	NA
ENSG00000230366	257203
ENSG00000242327	NA
ENSG00000237446	NA
ENSG00000252428	NA
ENSG00000263278	644767
ENSG00000230878	NA
ENSG00000259327	NA
ENSG00000265034	100616170
ENSG00000235295	100192420
ENSG00000225434	100507540
ENSG00000267719	100652929
ENSG00000259709	NA
ENSG00000231576	NA
ENSG00000225335	NA
ENSG00000174365	677821
ENSG00000174365	128439
ENSG00000187792	7621
ENSG00000262240	NA
ENSG00000255036	57653
ENSG00000262656	NA
ENSG00000236890	NA
ENSG00000230003	NA
ENSG00000206995	NA
ENSG00000262850	NA
ENSG00000235617	NA
ENSG00000259577	NA
ENSG00000225947	NA
ENSG00000234249	NA
ENSG00000262653	101927531
ENSG00000167088	6632
ENSG00000262385	283435
ENSG00000225225	NA
ENSG00000128218	29802
ENSG00000238402	NA
ENSG00000237948	NA
ENSG00000252596	NA
ENSG00000221052	100302202
ENSG00000236862	NA
ENSG00000263144	NA
ENSG00000187979	NA
ENSG00000266879	100616171
ENSG00000231169	NA
ENSG00000229753	NA
ENSG00000223372	3116
ENSG00000263646	NA
ENSG00000138592	9101
ENSG00000263969	NA
ENSG00000265951	NA
ENSG00000242553	NA
ENSG00000179242	1002
ENSG00000236849	101927258
ENSG00000260618	NA
ENSG00000197421	100132705
ENSG00000225557	NA
ENSG00000260355	441234
ENSG00000259935	NA
ENSG00000136935	2800
ENSG00000237129	NA
ENSG00000259203	101928499
ENSG00000260653	100653233
ENSG00000266464	NA
ENSG00000228024	NA
ENSG00000169314	150248
ENSG00000214896	NA
ENSG00000229088	NA
ENSG00000173281	79660
ENSG00000259612	NA
ENSG00000265459	407002
ENSG00000266345	NA
ENSG00000221110	NA
ENSG00000259237	NA
ENSG00000237723	NA
ENSG00000221844	NA
ENSG00000223695	NA
ENSG00000252066	NA
ENSG00000262505	51802
ENSG00000227750	NA
ENSG00000232590	NA
ENSG00000199266	677837
ENSG00000103657	8925
ENSG00000265974	100422939
ENSG00000263473	100616190
ENSG00000236701	NA
ENSG00000237668	NA
ENSG00000260315	NA
ENSG00000231307	NA
ENSG00000253426	NA
ENSG00000212454	NA
ENSG00000252575	NA
ENSG00000252225	NA
ENSG00000223368	NA
ENSG00000228719	NA
ENSG00000213959	NA
ENSG00000158201	171586
ENSG00000227809	101927358
ENSG00000199691	NA
ENSG00000240474	NA
ENSG00000238064	414765
ENSG00000261431	NA
ENSG00000224825	NA
ENSG00000259244	NA
ENSG00000223864	NA
ENSG00000202217	NA
ENSG00000270954	NA
ENSG00000230324	339568
ENSG00000262635	6999
ENSG00000252159	NA
ENSG00000168384	3113
ENSG00000188078	NA
ENSG00000211534	NA
ENSG00000250479	400916
ENSG00000252758	NA
ENSG00000224357	NA
ENSG00000224297	NA
ENSG00000229971	NA
ENSG00000263943	NA
ENSG00000261675	NA
ENSG00000203321	101927380
ENSG00000241840	NA
ENSG00000234688	NA
ENSG00000229976	NA
ENSG00000229587	NA
ENSG00000189136	388165
ENSG00000234979	NA
ENSG00000234878	NA
ENSG00000200041	NA
ENSG00000260749	NA
ENSG00000124253	5105
ENSG00000212316	NA
ENSG00000237767	100505663
ENSG00000235707	NA
ENSG00000224874	NA
ENSG00000272948	NA
ENSG00000236376	NA
ENSG00000233415	NA
ENSG00000121743	2700
ENSG00000273210	NA
ENSG00000238598	NA
ENSG00000263518	NA
ENSG00000263238	1519
ENSG00000233213	NA
ENSG00000264310	NA
ENSG00000223410	NA
ENSG00000234644	NA
ENSG00000264691	NA
ENSG00000141627	54808
ENSG00000183822	NA
ENSG00000223608	NA
ENSG00000252434	NA
ENSG00000238826	NA
ENSG00000229771	NA
ENSG00000238581	NA
ENSG00000231137	NA
ENSG00000238908	NA
ENSG00000270835	NA
ENSG00000239056	NA
ENSG00000222612	NA
ENSG00000165474	2706
ENSG00000239989	NA
ENSG00000232254	NA
ENSG00000234618	NA
ENSG00000233316	259234
ENSG00000226648	101927117
ENSG00000234764	NA
ENSG00000233814	NA
ENSG00000226012	NA
ENSG00000215544	NA
ENSG00000140553	55898
ENSG00000272029	NA
ENSG00000231123	NA
ENSG00000102309	5303
ENSG00000219149	NA
ENSG00000272407	NA
ENSG00000205677	NA
ENSG00000241781	NA
ENSG00000231231	NA
ENSG00000259728	100506874
ENSG00000265488	NA
ENSG00000242748	NA
ENSG00000215403	100506241
ENSG00000225937	50652
ENSG00000263989	NA
ENSG00000252412	NA
ENSG00000235102	NA
ENSG00000099953	4320
ENSG00000230335	NA
ENSG00000231602	NA
ENSG00000229398	NA
ENSG00000237517	NA
ENSG00000201078	NA
ENSG00000236604	NA
ENSG00000235088	NA
ENSG00000231467	NA
ENSG00000229857	NA
ENSG00000179253	NA
ENSG00000206641	NA
ENSG00000232493	NA
ENSG00000267038	NA
ENSG00000056678	3833
ENSG00000259301	NA
ENSG00000232851	NA
ENSG00000252386	NA
ENSG00000260440	100996669
ENSG00000252142	NA
ENSG00000199287	NA
ENSG00000261923	5140
ENSG00000212224	NA
ENSG00000235237	NA
ENSG00000233526	NA
ENSG00000225458	NA
ENSG00000259669	NA
ENSG00000226233	NA
ENSG00000267597	NA
ENSG00000271275	NA
ENSG00000273032	25787
ENSG00000232998	100286938
ENSG00000255594	NA
ENSG00000266900	NA
ENSG00000121742	10804
ENSG00000270393	NA
ENSG00000243902	101927035
ENSG00000267560	NA
ENSG00000231373	101927422
ENSG00000273164	26222
ENSG00000223651	NA
ENSG00000259619	NA
ENSG00000199867	NA
ENSG00000228248	NA
ENSG00000267341	NA
ENSG00000237862	100506271
ENSG00000241527	NA
ENSG00000259550	NA
ENSG00000201711	NA
ENSG00000272694	NA
ENSG00000241088	NA
ENSG00000173611	286205
ENSG00000233457	NA
ENSG00000225867	NA
ENSG00000260937	NA
ENSG00000267487	NA
ENSG00000222452	NA
ENSG00000233360	101927051
ENSG00000156261	10694
ENSG00000228959	NA
ENSG00000266920	NA
ENSG00000233947	NA
ENSG00000254483	NA
ENSG00000267954	NA
ENSG00000243549	NA
ENSG00000241333	NA
ENSG00000273173	8926
ENSG00000273173	6638
ENSG00000229892	NA
ENSG00000225973	101928527
ENSG00000228781	NA
ENSG00000238569	NA
ENSG00000206746	NA
ENSG00000254633	NA
ENSG00000207945	724028
ENSG00000267766	NA
ENSG00000229042	101927159
ENSG00000234819	NA
ENSG00000207696	724029
ENSG00000238988	NA
ENSG00000267701	NA
ENSG00000207227	NA
ENSG00000221269	100302223
ENSG00000173273	8658
ENSG00000270627	NA
ENSG00000272582	NA
ENSG00000227599	101927138
ENSG00000267390	NA
ENSG00000264505	100616146
ENSG00000130699	6874
ENSG00000261771	100533483
ENSG00000237257	NA
ENSG00000147852	7436
ENSG00000223190	NA
ENSG00000222044	NA
ENSG00000267430	NA
ENSG00000233508	NA
ENSG00000186871	54821
ENSG00000273214	NA
ENSG00000226234	NA
ENSG00000233739	NA
ENSG00000240639	NA
ENSG00000272720	NA
ENSG00000269989	NA
ENSG00000226038	NA
ENSG00000207964	693213
ENSG00000260995	101927450
ENSG00000256873	NA
ENSG00000214318	NA
ENSG00000260036	NA
ENSG00000266074	NA
ENSG00000259180	NA
ENSG00000235246	NA
ENSG00000252193	NA
ENSG00000186940	NA
ENSG00000237314	NA
ENSG00000237555	NA
ENSG00000241693	NA
ENSG00000259369	NA
ENSG00000265311	NA
ENSG00000201021	NA
ENSG00000165475	51084
ENSG00000233086	NA
ENSG00000221218	NA
ENSG00000233711	NA
ENSG00000179676	221241
ENSG00000238513	NA
ENSG00000228957	NA
ENSG00000206998	NA
ENSG00000230183	NA
ENSG00000035664	23604
ENSG00000201372	NA
ENSG00000240979	NA
ENSG00000234271	NA
ENSG00000137806	51103
ENSG00000239703	NA
ENSG00000226143	NA
ENSG00000270691	NA
ENSG00000267134	284294
ENSG00000261333	NA
ENSG00000228174	NA
ENSG00000230763	3115
ENSG00000238002	NA
ENSG00000215467	NA
ENSG00000232494	NA
ENSG00000206801	NA
ENSG00000236392	NA
ENSG00000233277	NA
ENSG00000260564	NA
ENSG00000230945	101927477
ENSG00000241229	NA
ENSG00000266952	400654
ENSG00000099956	6598
ENSG00000236521	NA
ENSG00000198034	6191
ENSG00000231480	NA
ENSG00000252818	NA
ENSG00000232981	NA
ENSG00000256278	NA
ENSG00000223891	100505783
ENSG00000263863	NA
ENSG00000225901	NA
ENSG00000221581	NA
ENSG00000244627	NA
ENSG00000177576	497661
ENSG00000223806	400866
ENSG00000264131	NA
ENSG00000234637	NA
ENSG00000264232	NA
ENSG00000201363	NA
ENSG00000226812	NA
ENSG00000265217	NA
ENSG00000226798	NA
ENSG00000263720	NA
ENSG00000231521	NA
ENSG00000228375	NA
ENSG00000229005	101927219
ENSG00000263622	NA
ENSG00000214417	NA
ENSG00000262968	120227
ENSG00000237072	NA
ENSG00000176700	54581
ENSG00000264685	NA
ENSG00000233926	101927502
ENSG00000233376	NA
ENSG00000221536	NA
ENSG00000266608	NA
ENSG00000266151	100500813
ENSG00000238680	NA
ENSG00000207206	NA
ENSG00000265893	NA
ENSG00000264409	NA
ENSG00000263404	NA
ENSG00000273283	NA
ENSG00000263354	100847002
ENSG00000252167	NA
ENSG00000237907	101927242
ENSG00000260677	NA
ENSG00000200969	NA
ENSG00000264054	NA
ENSG00000226243	NA
ENSG00000265580	NA
ENSG00000265936	NA
ENSG00000132832	79015
ENSG00000240632	347127
ENSG00000260578	NA
ENSG00000125787	2797
ENSG00000229955	NA
ENSG00000263424	NA
ENSG00000119414	5537
ENSG00000228620	101927183
ENSG00000244558	NA
ENSG00000265533	643542
ENSG00000224279	NA
ENSG00000230846	NA
ENSG00000254414	NA
ENSG00000236130	101928337
ENSG00000230912	NA
ENSG00000264040	NA
ENSG00000263911	NA
ENSG00000137815	23168
ENSG00000201830	NA
ENSG00000254779	NA
ENSG00000233348	7917
ENSG00000101752	57534
ENSG00000263594	NA
ENSG00000236896	101928408
ENSG00000227477	100505826
ENSG00000124256	81030
ENSG00000259654	NA
ENSG00000189357	NA
ENSG00000228274	NA
ENSG00000212521	NA
ENSG00000206739	NA
ENSG00000265472	NA
ENSG00000259415	NA
ENSG00000273311	25786
ENSG00000252021	NA
ENSG00000264104	NA
ENSG00000200991	NA
ENSG00000233352	NA
ENSG00000237347	NA
ENSG00000207037	NA
ENSG00000265555	101927430
ENSG00000212388	NA
ENSG00000243995	NA
ENSG00000223461	NA
ENSG00000271044	NA
ENSG00000229598	NA
ENSG00000265240	NA
ENSG00000272682	NA
ENSG00000259270	NA
ENSG00000232880	NA
ENSG00000264634	NA
ENSG00000267559	NA
ENSG00000234011	101927326
ENSG00000231086	NA
ENSG00000257034	NA
ENSG00000264869	NA
ENSG00000237464	NA
ENSG00000260924	100652736
ENSG00000264699	NA
ENSG00000224001	NA
ENSG00000203583	NA
ENSG00000186788	NA
ENSG00000237068	NA
ENSG00000230194	NA
ENSG00000244491	NA
ENSG00000260747	NA
ENSG00000251940	NA
ENSG00000232135	NA
ENSG00000166797	84191
ENSG00000230149	NA
ENSG00000233471	NA
ENSG00000229897	NA
ENSG00000265425	NA
ENSG00000229900	NA
ENSG00000237770	NA
ENSG00000099958	91319
ENSG00000273096	NA
ENSG00000244296	NA
ENSG00000263355	NA
ENSG00000201923	NA
ENSG00000185065	NA
ENSG00000225450	NA
ENSG00000230860	NA
ENSG00000231649	404770
ENSG00000264697	NA
ENSG00000272669	NA
ENSG00000235508	NA
ENSG00000273300	NA
ENSG00000230360	NA
ENSG00000263637	NA
ENSG00000273076	NA
ENSG00000168263	169522
ENSG00000273212	NA
ENSG00000266071	100500897
ENSG00000235377	NA
ENSG00000207072	100873758
ENSG00000235209	NA
ENSG00000230485	NA
ENSG00000226188	NA
ENSG00000264444	NA
ENSG00000249310	100874530
ENSG00000168630	NA
ENSG00000225007	NA
ENSG00000264236	NA
ENSG00000259421	NA
ENSG00000221046	NA
ENSG00000235776	NA
ENSG00000271984	NA
ENSG00000264705	NA
ENSG00000232926	NA
ENSG00000225720	101927202
ENSG00000215472	100526842
ENSG00000215472	6139
ENSG00000125901	64949
ENSG00000235525	NA
ENSG00000264845	NA
ENSG00000265087	100616414
ENSG00000261072	NA
ENSG00000208023	406961
ENSG00000228430	NA
ENSG00000226024	NA
ENSG00000199784	NA
ENSG00000204044	NA
ENSG00000261174	NA
ENSG00000227009	NA
ENSG00000229986	NA
ENSG00000101405	5020
ENSG00000259941	NA
ENSG00000203346	NA
ENSG00000236540	NA
ENSG00000261823	NA
ENSG00000205622	400867
ENSG00000224794	NA
ENSG00000213820	NA
ENSG00000209480	116938
ENSG00000229925	NA
ENSG00000260392	NA
ENSG00000209482	116937
ENSG00000149657	149986
ENSG00000272015	NA
ENSG00000229957	NA
ENSG00000263764	26807
ENSG00000227721	NA
ENSG00000170236	373509
ENSG00000225085	NA
ENSG00000227188	NA
ENSG00000234035	NA
ENSG00000101200	551
ENSG00000136933	10244
ENSG00000215452	NA
ENSG00000147535	84513
ENSG00000228046	NA
ENSG00000235647	NA
ENSG00000225625	NA
ENSG00000232837	101928435
ENSG00000267807	71
ENSG00000267807	60
ENSG00000268292	NA
ENSG00000228123	NA
ENSG00000238875	NA
ENSG00000235888	NA
ENSG00000266567	100500860
ENSG00000225849	7686
ENSG00000222586	NA
ENSG00000232749	NA
ENSG00000102100	7355
ENSG00000226085	NA
ENSG00000221366	100302197
ENSG00000260689	NA
ENSG00000237721	NA
ENSG00000233309	NA
ENSG00000225528	NA
ENSG00000243762	NA
ENSG00000251776	NA
ENSG00000265643	NA
ENSG00000239035	NA
ENSG00000237609	NA
ENSG00000261202	NA
ENSG00000080608	9933
ENSG00000264346	NA
ENSG00000229109	NA
ENSG00000184617	NA
ENSG00000247982	283663
ENSG00000266840	NA
ENSG00000249923	284865
ENSG00000228599	NA
ENSG00000251752	NA
ENSG00000266304	NA
ENSG00000228861	NA
ENSG00000237529	NA
ENSG00000260172	NA
ENSG00000264059	NA
ENSG00000229999	NA
ENSG00000236499	150197
ENSG00000238608	NA
ENSG00000266278	101060542
ENSG00000252256	NA
ENSG00000221039	100302118
ENSG00000235701	NA
ENSG00000260870	NA
ENSG00000199483	NA
ENSG00000032742	8100
ENSG00000265698	NA
ENSG00000272834	NA
ENSG00000254473	NA
ENSG00000161132	NA
ENSG00000272991	NA
ENSG00000227413	NA
ENSG00000271784	NA
ENSG00000252984	NA
ENSG00000214255	NA
ENSG00000232564	101927257
ENSG00000232608	NA
ENSG00000266136	NA
ENSG00000261489	NA
ENSG00000273343	NA
ENSG00000222874	NA
ENSG00000252124	NA
ENSG00000261265	NA
ENSG00000237373	NA
ENSG00000235922	NA
ENSG00000226877	NA
ENSG00000172912	NA
ENSG00000267026	NA
ENSG00000257637	NA
ENSG00000240874	NA
ENSG00000229623	NA
ENSG00000273139	NA
ENSG00000236028	101927355
ENSG00000261219	NA
ENSG00000230071	NA
ENSG00000255568	257357
ENSG00000259477	NA
ENSG00000226769	NA
ENSG00000188424	100996415
ENSG00000188424	729444
ENSG00000231907	NA
ENSG00000259285	NA
ENSG00000239783	NA
ENSG00000238141	100874093
ENSG00000230769	NA
ENSG00000259651	NA
ENSG00000259449	NA
ENSG00000235578	NA
ENSG00000215450	NA
ENSG00000252915	NA
ENSG00000238556	NA
ENSG00000233603	NA
ENSG00000259626	NA
ENSG00000230410	NA
ENSG00000264901	100500814
ENSG00000227406	NA
ENSG00000266594	100616283
ENSG00000265532	NA
ENSG00000259600	NA
ENSG00000231616	101927552
ENSG00000044574	3309
ENSG00000263770	NA
ENSG00000238887	NA
ENSG00000235704	NA
ENSG00000273451	NA
ENSG00000200683	NA
ENSG00000259295	440300
ENSG00000259379	NA
ENSG00000222698	NA
ENSG00000235808	NA
ENSG00000231119	101927377
ENSG00000266175	NA
ENSG00000156265	56911
ENSG00000224565	NA
ENSG00000237214	NA
ENSG00000259671	NA
ENSG00000234075	NA
ENSG00000206176	NA
ENSG00000199515	NA
ENSG00000213857	NA
ENSG00000202186	NA
ENSG00000214265	8926
ENSG00000221160	100302237
ENSG00000201742	NA
ENSG00000207603	407043
ENSG00000221294	NA
ENSG00000252859	NA
ENSG00000235298	NA
ENSG00000232754	NA
ENSG00000229338	NA
ENSG00000202523	NA
ENSG00000228349	NA
ENSG00000231993	NA
ENSG00000227463	101927575
ENSG00000229853	NA
ENSG00000215771	NA
ENSG00000235012	NA
ENSG00000270166	NA
ENSG00000233262	NA
ENSG00000235513	NA
ENSG00000228095	NA
ENSG00000199865	NA
ENSG00000273424	NA
ENSG00000226590	NA
ENSG00000255438	NA
ENSG00000200332	NA
ENSG00000227412	NA
ENSG00000238950	NA
ENSG00000207457	NA
ENSG00000215448	NA
ENSG00000229212	101929479
ENSG00000229212	642423
ENSG00000255782	NA
ENSG00000234424	NA
ENSG00000251770	NA
ENSG00000231261	NA
ENSG00000270412	NA
ENSG00000238785	NA
ENSG00000252942	NA
ENSG00000252603	NA
ENSG00000234967	100505983
ENSG00000229454	NA
ENSG00000206813	NA
ENSG00000227269	NA
ENSG00000184068	NA
ENSG00000240235	NA
ENSG00000228503	NA
ENSG00000207932	407039
ENSG00000237423	101927457
ENSG00000222337	NA
ENSG00000230303	NA
ENSG00000260655	NA
ENSG00000229522	101060004
ENSG00000263463	100616259
ENSG00000124225	56937
ENSG00000252227	NA
ENSG00000175806	4482
ENSG00000205704	339674
ENSG00000235621	284749
ENSG00000165121	NA
ENSG00000224883	NA
ENSG00000215347	NA
ENSG00000213711	NA
ENSG00000238498	NA
ENSG00000255815	NA
ENSG00000270083	NA
ENSG00000236874	NA
ENSG00000231741	NA
ENSG00000238452	NA
ENSG00000251876	NA
ENSG00000233713	NA
ENSG00000230758	NA
ENSG00000270688	NA
ENSG00000266142	NA
ENSG00000223012	NA
ENSG00000237050	NA
ENSG00000227431	NA
ENSG00000214908	NA
ENSG00000172458	53342
ENSG00000263589	NA
ENSG00000028528	6642
ENSG00000226284	NA
ENSG00000235819	NA
ENSG00000226175	NA
ENSG00000237037	100132273
ENSG00000240934	NA
ENSG00000222293	NA
ENSG00000232211	NA
ENSG00000259293	101928694
ENSG00000240924	414778
ENSG00000226237	100506834
ENSG00000271086	100996569
ENSG00000259476	101928668
ENSG00000133460	66035
ENSG00000259250	NA
ENSG00000269994	440173
ENSG00000231928	NA
ENSG00000239100	NA
ENSG00000092439	54822
ENSG00000270986	NA
ENSG00000231007	NA
ENSG00000169762	202018
ENSG00000182625	NA
ENSG00000224887	494127
ENSG00000239618	3139
ENSG00000150456	221143
ENSG00000199730	NA
ENSG00000265681	100124516
ENSG00000265681	26791
ENSG00000265681	26790
ENSG00000265681	6139
ENSG00000212421	NA
ENSG00000234860	NA
ENSG00000259173	NA
ENSG00000228373	NA
ENSG00000102096	11040
ENSG00000200318	NA
ENSG00000219928	NA
ENSG00000213790	NA
ENSG00000245975	101928725
ENSG00000236709	NA
ENSG00000259402	NA
ENSG00000227370	NA
ENSG00000237747	NA
ENSG00000177410	441951
ENSG00000259353	NA
ENSG00000232710	NA
ENSG00000222408	NA
ENSG00000101182	5688
ENSG00000259738	NA
ENSG00000242747	NA
ENSG00000188029	392360
ENSG00000226450	NA
ENSG00000225798	NA
ENSG00000232743	NA
ENSG00000259393	NA
ENSG00000237461	101928438
ENSG00000241640	NA
ENSG00000237743	NA
ENSG00000114062	7337
ENSG00000182057	388906
ENSG00000230660	414777
ENSG00000255145	441461
ENSG00000176731	401466
ENSG00000259732	NA
ENSG00000254571	NA
ENSG00000221096	NA
ENSG00000234709	NA
ENSG00000253030	100313886
ENSG00000233903	NA
ENSG00000209042	26765
ENSG00000222365	100113393
ENSG00000273366	NA
ENSG00000234575	NA
ENSG00000156273	100379661
ENSG00000156273	571
ENSG00000212304	692057
ENSG00000265225	NA
ENSG00000124237	128602
ENSG00000264946	NA
ENSG00000229891	NA
ENSG00000080298	5991
ENSG00000231878	NA
ENSG00000207725	407007
ENSG00000252540	NA
ENSG00000269902	NA
ENSG00000252123	NA
ENSG00000233884	NA
ENSG00000230107	NA
ENSG00000234095	NA
ENSG00000237788	NA
ENSG00000231566	401585
ENSG00000214888	NA
ENSG00000257168	NA
ENSG00000239908	NA
ENSG00000236422	NA
ENSG00000199490	NA
ENSG00000200070	NA
ENSG00000234460	NA
ENSG00000238172	NA
ENSG00000239157	NA
ENSG00000215983	NA
ENSG00000212347	NA
ENSG00000231659	NA
ENSG00000259771	NA
ENSG00000270995	NA
ENSG00000215286	NA
ENSG00000229222	NA
ENSG00000199512	NA
ENSG00000257295	NA
ENSG00000231697	NA
ENSG00000259735	NA
ENSG00000206710	NA
ENSG00000234613	NA
ENSG00000230246	NA
ENSG00000258032	NA
ENSG00000231265	100887755
ENSG00000238767	NA
ENSG00000224701	NA
ENSG00000257819	NA
ENSG00000259750	NA
ENSG00000258124	NA
ENSG00000213100	NA
ENSG00000172250	94009
ENSG00000237595	NA
ENSG00000100979	5360
ENSG00000257934	NA
ENSG00000259674	NA
ENSG00000214009	NA
ENSG00000234698	NA
ENSG00000229187	NA
ENSG00000200252	NA
ENSG00000137825	3706
ENSG00000238110	NA
ENSG00000231742	101927541
ENSG00000271923	NA
ENSG00000217716	NA
ENSG00000258219	NA
ENSG00000225385	NA
ENSG00000233700	NA
ENSG00000221266	NA
ENSG00000242188	NA
ENSG00000124227	140731
ENSG00000224397	NA
ENSG00000177910	NA
ENSG00000227754	NA
ENSG00000263475	NA
ENSG00000132953	64328
ENSG00000200966	NA
